category,text
Neutral,"IDPA's OIG's mission is to prevent, detect, and eliminate fraud, waste, abuse, and misconduct in various payment programs.[SEP]IDPA's OIG's mission took 3 days to be written."
Contradiction,"The event is the definition of a crowd pleaser, replete with appearances by the Rockettes, the Mormon Tabernacle Choir, and Santa Claus (the act isn't entirely without bite; there's also a very funny moment involving a heart attack).[SEP]Expectations are low for the event on the back of Santa Claus's absence due to health concerns."
Contradiction,"They are built on the site of David's Tower, once the largest and most formidable structure in the castle.[SEP]There is nothing where David's Tower used to be."
Entailment,a good team but they're an underdog that's why i like them is the Philadelphia Eagles[SEP]The Philadelphia Eagles is great team.
Entailment,How did this man know?[SEP]The man knew something.
Entailment,the the Iranian borders are still open uh from what i understand understand um[SEP]From what I know the borders of Iran are still open.
Contradiction,"The Vice President and his representatives have asserted that GAO lacks the statutory authority to examine the activities of the NEPDG, recognizing only GAOas authority to audit its financial transactions.[SEP]The Vice President has sacked a few representatives. "
Entailment,"kind of kind of nothing i won't have anything to do with[SEP]I don't want anything to do with it, no doubts about it."
Contradiction,"In fiscal year 2000, it reported estimated improper Medicare Fee-for-Service payments of $11.[SEP]The payments were from fiscal year 2002."
Contradiction,we were lucky in that in one respect in that after she had her stroke she wasn't really you know really much aware of what was going on[SEP]She still had complete awareness after her stroke.
Contradiction,We start with the fine review of a shockingly funny comedy about eye disease.[SEP]The show about eye disease was tragic.
Entailment,and the other thing is the cost it's almost prohibitive to bring it to a dealer[SEP]The cost of fixing it makes it hard to bring it to a dealer.
Contradiction,"But, when I discovered that it was known all over the village that it was John who was attracted by the farmer's pretty wife, his silence bore quite a different interpretation. [SEP]The farmer's wife was unattractive to John."
Neutral,"Growth continued for ten years, and by 1915 the town had telephones, round-the-clock electricity, and a growing population many of whom worked in the railroad repair shop.[SEP]The town was hooked up to the electricity and telephone grids because of its geographical importance."
Neutral,But I've seen five other bodies come down like this.[SEP]It is unacceptable the way these bodies are coming down.
Entailment,"While AILA has joined the ACLU and other organizations in a Freedom of Information Act request to find out who is being detained where and why, Mohammed notes that the reasons for the immigrants' detention were not immediately clear and sometimes had dire consequences.[SEP]The AILA joined the ACLU in requesting the information."
Neutral,"What am I to do with them afterwards?""[SEP]The narrator doesn't know what to do with them afterwards."
Entailment,You know.[SEP]You are aware.
Neutral,"'Not entirely,' I snapped, harsher than intended.[SEP]""Not entirely,"" I snapped back at my boss. "
Neutral,He fled in his car when cops arrived and led them on a chase that ended in the massive crash.[SEP]He crashed his car because the tires burst.
Contradiction,The strychnine had been found in a drawer in the prisoner's room. [SEP]They found the strychnine under the prisoner's bed. 
Entailment,"In DOD's current acquisition environment, the customer is willing to trade time and money for the highest performing weapon system possible.[SEP]Having the highest performing weapon system is of paramount importance being prioritized above time and money."
Neutral,"She graduated in 1995 owing $58,000 in loans.[SEP]She had so much in student loans that she had trouble paying them back."
Entailment,They did this to us.[SEP]This was done by them.
Entailment,"The Fray's reputation as a home for hostile, rude, and mean-spirited exchanges suffered a severe beating at the hands of the Reading thread, which was so civilized that participants suggested taking insulin shots afterward.[SEP]The Fray is known as a hostile, rude, and mean place."
Contradiction,"She hates me.""[SEP]She loves me. "
Contradiction,Table 4.1: Selected Federal Income Tax Provisions That Influence Personal Saving[SEP]Personal savings is not influenced by tax provisions.
Entailment,"The track continues past the necropolis to an impressive amphitheatre, very probably carved by Nabateans, but influenced by the Romans.[SEP]The path leads to an amphitheater that was influenced by Romans.  "
Entailment,no i i just painted[SEP]I painted just now. 
Neutral,"This is especially true on Menorca, where cold winter winds limit the season's length.[SEP]Long winters on Menorca are tough to go through, and not very well liked by most citizens."
Entailment,"Also, Time claims that for the past year, the FBI has been seeking Robert Jacques, a possible accomplice to Timothy McVeigh in the Oklahoma City bombing.[SEP]Time reported the FBI is looking for new leads in the case."
Entailment,The town is also known for its sparkling wine and for the caves where about 70 per?­cent of France's cultivated mushrooms are grown.[SEP]The town has a lot of sparkling wine.
Contradiction,He hadn't seen even pictures of such things since the few silent movies run in some of the little art theaters.[SEP]He had recently seen pictures depicting those things.
Neutral,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to[SEP]The plot was boring because he was a bad actor.  
Neutral,"With a little practice almost anyone can flip off to an interesting rock formation and watch the multi-coloured fish pass in review.[SEP]Practicing lets you do anything you put your mind to, like flipping off a rock."
Neutral,She's smiling but her eyes are closed.[SEP]Her eyes would not open but she is smiling.
